threshold,tpr,fpr
0.8883465465347168,0.027448408093243858,2.739443134428689e-05
0.8586526855336828,0.037422002455556116,5.531567867596391e-05
0.8317858263924367,0.04652101518744639,8.481737396981133e-05
0.8127490918238416,0.05302992078308694,0.00011273862130148836
0.7954785226871647,0.05950518862371126,0.00014171350060794566
0.776178384206945,0.06673730595220075,0.00017542972380091412
0.7620099014359178,0.07154750491952167,0.00020493141909476155
0.7479568399994899,0.07623997174428579,0.00023706719432555964
0.7358877378866352,0.08036059673377399,0.00026920296955635774
0.7238412795903653,0.08414484417309989,0.00030555327268627685
0.7124178061615465,0.08834956355012867,0.0003408499438414157
0.7029875624937983,0.09164606354171922,0.0003729857190722138
0.6929097246628483,0.09563213751114251,0.0004067019422651823
0.6838681297942898,0.09869317321761946,0.0004404181654581508
0.6738969868703286,0.10251105841196159,0.0004762416526006798
0.6652421070216037,0.1054207242208655,0.000508904243818868
0.656159212738078,0.10848175992734245,0.0005473618108983477
0.6476169364051872,0.11169416553139243,0.0005900339058769484
0.6407088716209794,0.11440200481019897,0.0006253305770320873
0.6337182097353556,0.11707620633398927,0.0006606272481872262
0.6261545205850071,0.12010360428544999,0.000695923919342365
0.6188846196872911,0.12294599458432144,0.0007338546704344546
0.6119295357237948,0.1253342751904738,0.0007749463174508849
0.6056194055076419,0.12762164253157746,0.0008134038845303646
0.5993068153417473,0.13012765528028658,0.0008534418995720147
0.592974931814928,0.13253275476394705,0.0008950603625758352
0.5870988074388158,0.13473602771751014,0.0009366788255796557
0.5804772901169968,0.13719158383369495,0.0009772436566086958
0.5752023128415744,0.13920984913466874,0.0010199157515872967
0.5700219328255339,0.14129538994567503,0.0010620610305785072
0.5648429965779672,0.14312864759405958,0.0011100012854310093
0.5597720779577073,0.14534873942513077,0.0011537270123843902
0.5541472783636977,0.14726609146105588,0.0011953454753882108
0.5484944642136869,0.149183443496981,0.001248027074127224
0.5433400608421166,0.15098306339034934,0.0012943868810175556
0.5388240855285784,0.15264813226365273,0.0013386394239583268
0.5341400434223701,0.15464957868711843,0.001382891966899098
0.5304249309423728,0.15631464756042182,0.0014224031659533579
0.5259029098560167,0.15846746388146055,0.0014634948129697881
0.5213434052316487,0.16009889499974772,0.001506693723935779
0.5166165386156518,0.16211716030072154,0.001557794874712622
0.5124276709067804,0.16379904805153303,0.0016052083135777338
0.5082984073481159,0.16544729804732833,0.0016589435442915274
0.5037054513313113,0.1675328388583346,0.001701615639270128
0.4997263060555029,0.16934927762921104,0.0017558776859713117
0.49534428308721296,0.17151891282775789,0.0018096129166851051
0.4912368013962798,0.17293169853843954,0.0018654554113484592
0.4874094748798089,0.17476495618682408,0.001916029746137912
0.4829073769415857,0.17646366281514372,0.0019771404006751676
0.479321897959332,0.17784281077080916,0.002030348815401571
0.4766248909666724,0.1792051398489665,0.002079869518216243
