threshold,tpr,fpr
0.714711027317747,0.032357923018515276,2.7216246688059982e-05
0.6414541189789682,0.045908533380059575,6.40085801737707e-05
0.5810364265199807,0.05659716138076047,9.626487254480474e-05
0.543190641364166,0.06471584603703055,0.0001295291740524336
0.5115575358720412,0.070848665381695,0.00017287356692601062
0.4798870093309184,0.07890894223468255,0.00021924198720937207
0.4584550611770453,0.08527539279247708,0.0002595623526731646
0.4360949824551993,0.09164184335027159,0.0003059307729565261
0.4173951188739018,0.09742421587524093,0.0003583472480594564
0.4007737203332493,0.10244728695753753,0.000414795759708766
0.38260503980654176,0.10799602826937679,0.0004737642941995626
0.3659042195405714,0.11331113836808597,0.0005397888926465229
0.3533310965817063,0.11880147187664272,0.0005947253905909403
0.3398607921027378,0.12324046492611412,0.0006627660073110903
0.3279937442349056,0.12808831259856318,0.0007257665783482662
0.3163324937030595,0.1325857134513171,0.0007867511311122524
0.3030875511000363,0.1373751533204836,0.0008638638300617556
0.2906515710688404,0.14315752584545297,0.0009334164604867978
0.2805782652468285,0.1471292564686642,0.000996921036092271
0.2696089711637709,0.15186028853454822,0.001073529730473477
0.2600020905704289,0.15647450499386717,0.0011617305299255233
0.25289210015469765,0.16021260440394836,0.0012267471192358888
0.245128805983682,0.1644179662402897,0.0013290600466002625
0.2371411399236154,0.1682144734536534,0.0014238129054401749
0.23069063055177505,0.1723030196834297,0.001498405581548191
0.2230992662206862,0.17697564394603119,0.0015926544358198062
0.21640007126874528,0.18036329653641728,0.0016959753723207746
0.2089353846130216,0.18468547397932364,0.0018154244550072601
0.2027901045270949,0.1886572046025349,0.001916729373235039
0.1968262935296605,0.192161672799486,0.0020291223919653607
0.1921240958752093,0.1958413644062847,0.0021268992782150576
0.18774499934360325,0.19917060919338825,0.00222366815532816
0.18284971236929995,0.2024998539804918,0.002346645269992727
0.17776662278126704,0.2062963611938555,0.00248020648059154
0.17329635364266266,0.20985923719408914,0.0026062076226658916
0.16973340966260675,0.21313007417791016,0.0027271687190572693
0.16585303259073586,0.21645931896501372,0.0028451057880388626
0.16147797255182428,0.21990537935868232,0.0029907631082768133
0.15745654486410218,0.22346825535891596,0.003114244227509678
0.15334889106453722,0.2271479469657146,0.003251333470086573
0.14968416818798272,0.2302435605396881,0.0034020308360074975
0.14614858995248806,0.23363121313007418,0.0035391200785843922
0.14319081190952995,0.23696045791717774,0.003668649252636826
0.1399098866827972,0.2402897027042813,0.0038193466185577505
0.13714508808116505,0.24297646165527714,0.003956939865702943
0.13369516209883234,0.24613048303253315,0.004115701304716626
0.13024445767869033,0.24934291221307167,0.004296134940167098
